Location,Carpet Area,Bedroom,Bathroom,Avaliability,Condition(Resale =  0/NewSale = 1),Super Area,Year of Construction,Floor,Flooring,Furnishing,Parking,Swimming Pool,Gymnasium,Power Backup,Jogging Track,Club House,Rain Water Harvesting,Court,Class_Price,Final Price
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Kaggalipura,352,1,1,Dec-20,1,470,Under Construction,2,Vitrified Tiles,Not Furnished,1,0,1,1,0,0,1,0,Class 3,1260000
Electronic City Phase I,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7500000
Varthur,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2640000
Old Airport Road,10000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 300,150000000
RMV,1172,2,2,Ready To Move,0,1395,2007,6,Ceramic,Semi Furnished,1,0,0,1,0,0,1,0,Class 13,6200000
Bannerghatta Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 3,1260000
Konanakunte,821,2,2,Ready To Move,1,1095,Under Construction,2,Vitrified Tiles,Not Furnished,1,0,0,1,0,0,1,0,Class 11,5200000
Budigere,2000,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7400000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Devanahalli,6000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 52,25800000
K R Puram,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 24,12000000
Budigere Cross,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2760000
Vidyaranyapura,2000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,5000000
Old Airport Road,40000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 960,480000000
Mahadevpura,1280,2,2,Ready To Move,0,1280,2015,10,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 17,8100000
Yelahanka New Town,1129,3,3,Sep-19,0,1614,2011,9,Vitrified Tiles,Fully Furnished,1,0,0,0,0,1,0,0,Class 18,8800000
Whitefield,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
Hennur Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Haralur Road,979,2,2,Ready To Move,1,1129,2019,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,1,0,Class 10,4761000
Anekal,2335,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Marathahalli,1000,2,2,Ready To Move,0,1257,2015,2,Vitrified Tiles,Semi Furnished,1,1,0,0,0,1,1,0,Class 16,7600000
Banashankari,3985,4,4,Ready To Move,1,4689,2019,5,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,0,Class 70,35000000
Jigani,1453,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,3000000
Kumaraswamy Layout,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 3,1400000
Devanahalli,2830,4,4,Ready To Move,1,2835,2019,8,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 32,16000000
Devanahalli,1618,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5500000
Hennur Road,986,2,2,Ready To Move,1,1047,2019,11,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 18,8562000
Yelahanka,2243,3,3,Jun-20,1,2639,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 40,19700000
Bilekahalli,403,1,1,Ready To Move,1,620,Under Construction,1,Vitrified Tiles,Not Furnished,0,0,0,0,0,0,0,0,Class 6,2799000
Yelahanka,3345,4,4,Ready To Move,1,3935,2019,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 137,68400000
Koramangala,2100,3,3,Ready To Move,0,2640,Under Construction,2,Vitrified Tiles,Not Furnished,1,0,1,0,0,1,1,0,Class 52,26000000
kaikondrahalli,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 40,20000000
Sarjapur Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4800000
Kanakapura Road,2589,4,4,Ready To Move,0,2689,Under Construction,24,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 48,24000000
Thanisandra Road,825,2,2,Feb-25,1,1031,2019,8,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,0,0,Class 16,7600000
HSR Layout,1200,3,2,Sep-19,0,1450,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 30,15000000
Jalahalli East,882,2,2,Dec-23,1,1230,Under Construction,4,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 15,7495000
Old Airport Road,2920,4,4,Dec-19,1,2920,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 144,72000000
Vijayanagar,1112,3,3,Mar-20,1,1775,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 27,13300000
Varthur,920,3,3,Dec-20,1,1400,Under Construction,5,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 15,7200000
Kanakapura Road,1200,2.707216124,2.743836602,Dec-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3180000
Off Sarjapur road,1070,3,3,Jan-20,1,1506,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,0,0,0,1,1,1,Class 19,9230000
Kudlu Gate,1183,2,2,Ready To Move,1,1183,2019,6,Marbonite,Not Furnished,0,1,1,0,1,1,1,1,Class 16,7600000
Hennur Road,1060,2,2,Ready To Move,0,1469,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 22,11000000
Sarjapur Road,1250,3,3,Ready To Move,1,1563,2019,6,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,0,Class 18,9000000
MG Road,1410,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 74,37000000
Panduranga Nagar,440,1,1,Ready To Move,0,550,Under Construction,0,Ceramic,Semi Furnished,1,0,0,0,0,0,0,0,Class 8,3850000
Singasandra,1400,3,3,Ready To Move,0,1750,2011,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 12,5950000
Kanakapura Road,1783,3,3,Dec-20,1,2098,Under Construction,5,Vitrified Tiles,Semi Furnished,0,1,0,0,1,0,1,0,Class 27,13300000
Whitefield,2400,4,5,Ready To Move,0,2982,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,0,0,Class 32,16000000
Sarjapur Road,1500,3,3,Sep-23,1,1875,Under Construction,10,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,1,Class 32,16000000
Sarjapur Road,1800,4,4,Sep-23,1,2250,Under Construction,14,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,1,Class 40,20000000
Begur Road,1039,2,2,Dec-19,1,1223,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 16,8000000
Varthur,1813,3,3,Ready To Move,1,2134,2018,7,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 26,13000000
Sarjapur Road,483,1,1,May-24,1,604,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,0,1,0,0,1,Class 8,3800000
Hoodi,1581,3,3,Jun-21,1,1860,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,1,1,Class 24,12000000
Sarjapur,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,0,0,Class 13,6500000
Sarjapur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,0,0,Class 9,4200000
Koramangala,999,2,2,May-22,1,1249,Under Construction,10,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 33,16500000
Koramangala,999,2,2,May-21,1,1249,Under Construction,9,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 33,16500000
Tumkur Road,1224,3,3,Dec-19,1,1441,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,1,1,0,0,0,Class 15,7478000
Nagondanahalli,1986,3,3,Ready To Move,0,2483,Under Construction,0,Marbonite,Not Furnished,0,1,1,1,0,1,0,1,Class 50,25000000
Mahadevpura,3375,4,4,Ready To Move,0,3375,2009,14,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 36,17900000
JP Nagar,1450,3,3,Ready To Move,0,1813,2016,12,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 28,14000000
Kasavanahalli,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 40,20000000
Haralur Road,600,1,1,Ready To Move,0,760,Under Construction,3,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,1,0,Class 12,5600000
Whitefield,1189,3,3,Dec-19,0,1664,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 13,6047000
Whitefield Road,1890,3,3,Ready To Move,0,2085,2019,4,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,0,Class 35,17500000
Budigere,1636,3,3,Ready To Move,0,1636,2017,13,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 17,8500000
Chikkabellandur,928,2,2,Dec-19,1,1327,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 14,6826000
Magadi Road,1420,3,2,Ready To Move,0,1776,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 34,17000000
Bommasandra,1500,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2925000
Anekal,3480,4,4,Dec-21,1,3480,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 50,25000000
Whitefield,3208,4,4,Oct-19,1,3565,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,1,1,1,0,1,Class 52,25800000
JP Nagar Phase 7,690,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4900000
Magadi Road,1475,3,3,Ready To Move,1,1736,2018,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 33,16400000
Arekere,1300,3,2,Ready To Move,0,1385,2008,2,Normal Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 14,7000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Rayasandra,885,2,2,Ready To Move,0,1093,2016,1,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,1,1,Class 11,5300000
Whitefield,4828,4,4,Dec-20,1,5680,Under Construction,6,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 104,52000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Nagarbhavi,3200,4,4,Ready To Move,1,4000,2019,0,Granite,Fully Furnished,1,0,0,0,0,0,0,0,Class 46,23000000
Kanakapura Road,1800,3,3,Ready To Move,0,2204,Under Construction,14,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 38,18800000
Chandapura,6400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
Whitefield,5200,4,4,Ready To Move,0,5400,2019,0,Vitrified Tiles,Not Furnished,0,1,1,1,0,1,1,1,Class 114,57000000
Sarjapur,402,2,2,Jan-21,1,474,Under Construction,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 6,2987000
Varthur,2600,4,4,Ready To Move,0,2800,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,0,0,1,1,1,Class 47,23500000
Abbigere,636,2,2,Mar-21,1,1207,Under Construction,0,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,0,0,Class 13,6300000
Sonnenahalli,480,2,2,Apr-20,0,600,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 8,3900000
Whitefield,3360,2,3,Ready To Move,0,4200,Under Construction,6,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,0,1,Class 56,28000000
Abbigere,417,1,1,Mar-21,1,711,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,0,Class 8,3800000
Yelahanka,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5250000
Whitefield,700,2,2,Nov-19,0,850,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,0,1,Class 10,4968000
Whitefield,1695,4,4,Ready To Move,1,1695,2015,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 14,7000000
Off Sarjapur road,2447,4,3,Jul-21,1,2983,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 53,26200000
Hebbal,4980,4,4,Ready To Move,1,5100,2019,20,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 87,43500000
Off Sarjapur road,2055,3,3,Jul-21,1,2587,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 48,23700000
Tumkur Road,1088,2,2,Oct-21,1,1088,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 11,5400000
Panathur,700,2,2,Jul-20,1,1050,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 14,7000000
Sarjapur,2210,4,4,Ready To Move,1,2600,2019,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 36,18000000
Jigani,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 4,1978000
Malleshwaram,1900,3,3,Ready To Move,0,2475,2019,10,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 57,28100000
Off Sarjapur road,2055,3,3,Jul-21,1,2587,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 48,23700000
Hebbal,6020,3,3,Ready To Move,1,6274,2019,19,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,1,1,Class 107,53500000
Whitefield,625,2,2,Jan-20,0,858,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,1,Class 10,4520000
Bellandur,1730,3,3,Ready To Move,0,2163,2014,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 28,13800000
Old Madras Road,1210,2,1,Ready To Move,0,1513,Under Construction,12,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,0,1,Class 16,8000000
Marathahalli,1000,2,2,Ready To Move,0,12501257,2015,2,Vitrified Tiles,Semi Furnished,1,1,0,0,0,1,1,0,Class 17,8200000
Kanakapura Road,1020,2,2,Ready To Move,0,1275,Under Construction,11,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 1,100000
Whitefield,1580,4,4,Nov-22,1,2232,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,1,Class 29,14200000
Whitefield,1357,3,3,Nov-22,1,1906,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,0,0,1,Class 25,12500000
Hebbal,915,2,2,Dec-20,1,1307,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,1,0,0,1,0,Class 17,8168000
Sarjapur Road,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 40,20000000
kaikondrahalli,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 40,20000000
Doddanekkundi,2240,4,4,Ready To Move,0,2800,Under Construction,10,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 60,30000000
K R Puram,970,1,2,Ready To Move,0,1213,Under Construction,0,Vitrified Tiles,Fully Furnished,1,0,0,0,0,1,1,0,Class 8,3850000
Jalahalli East,1136,3,2,Dec-23,1,1545,Under Construction,3,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 19,9338000
Sarjapur Road,3037,4,4,Ready To Move,0,3037,2015,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 40,20000000
Bidrahalli,1350,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2970000
Malleshwaram,2104,3,3,Ready To Move,1,2475,2019,18,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 55,27200000
Hennur Bagalur Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 3,1320000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Akshayanagar,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,11800000
Attibele,1574,3,3,May-20,0,2162,Under Construction,0,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 19,9200000
Koramangala,1678,3,3,Ready To Move,1,1878,2019,0,Vitrified Tiles,Not Furnished,0,0,1,1,0,1,1,0,Class 34,16900000
Tavarekere-BTM,1705,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2557000
Chandapura,6400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
Kanakapura Road,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,1,0,Class 7,3200000
Off Sarjapur road,753,2,2,Ready To Move,1,941,2019,3,Vitrified Tiles,Not Furnished,1,1,0,0,0,1,1,0,Class 9,4046000
Haralur Road,1303,3,3,Ready To Move,1,1810,2017,9,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 25,12500000
Kanakapura Road,1000,2,2,Ready To Move,0,1230,Under Construction,13,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 21,10500000
Whitefield,4000,4,4,Ready To Move,0,4000,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 93,46500000
Chandapura,2010,3,3,Apr-20,0,2675,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 19,9500000
Sarjapur Road,1306,3,3,Ready To Move,1,1866,2019,4,Vitrified Tiles,Not Furnished,1,1,1,1,0,0,1,0,Class 18,8600000
Hebbal,2100,4,4,Ready To Move,1,2470,2019,6,Vitrified Tiles,Semi Furnished,1,1,1,1,0,0,1,1,Class 38,18800000
Whitefield,1300,3,3,Ready To Move,1,1625,2019,4,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 16,7600000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Kengeri,745,2,2,Ready To Move,0,990,Under Construction,1,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,0,Class 15,7500000
Whitefield,480,2,2,Sep-20,0,600,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 8,3900000
Whitefield,1000,2,2,Ready To Move,0,1277,Under Construction,6,Vitrified Tiles,Not Furnished,0,1,1,0,1,0,0,1,Class 16,8000000
Chandapura,6400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
Chandapura,6400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 24,12000000
Kanakapura Road,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,1,0,Class 8,3800000
Kalyan Nagar,1540,3,3,Ready To Move,1,1690,2019,3,Vitrified Tiles,Semi Furnished,1,0,0,1,0,0,1,0,Class 28,14000000
Banashankari,900,2,2,Oct-20,1,1200,Under Construction,6,Granite,Semi Furnished,1,1,1,1,0,1,1,1,Class 13,6100000
International Airport Road,949,2,2,Nov-22,1,1266,Under Construction,3,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 13,6456000
Whitefield,700,3,2,Dec-19,0,860,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,0,1,Class 10,4698000
Whitefield,758,2,2,Jun-20,0,948,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4821000
Raja Rajeshwari Nagar,786,2,2,Ready To Move,1,1085,2019,4,Vitrified Tiles,Not Furnished,1,1,1,0,0,0,1,0,Class 13,6095000
Shettigere,3875,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 30,15000000
Haralur Road,722,2,2,Dec-19,0,1140,Under Construction,0,Vitrified Tiles,Fully Furnished,0,1,1,0,1,0,1,0,Class 14,6800000
Koramangala,2400,4,4,Ready To Move,0,4000,2019,0,Marble Flooring,Not Furnished,1,0,0,0,0,0,0,0,Class 130,65000000
Wheeler Road,2665,3,4,Ready To Move,0,3332,Under Construction,3,Marbonite,Semi Furnished,1,1,1,0,0,1,0,0,Class 115,57400000
Seegehalli,1620,3,3,Ready To Move,0,1800,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 44,22000000
Basaveshwara Nagar,1140,3,3,Mar-20,0,1425,Under Construction,0,Granite,Semi Furnished,1,0,0,1,0,0,1,0,Class 19,9230000
Electronic City Phase I,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 20,9750000
Brookefield,2029,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,1,0,Class 31,15200000
Sarjapur Road,740,2,2,Aug-20,1,1092,Under Construction,13,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 15,7441000
JP Nagar,1064,3,3,Ready To Move,1,1330,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,1,0,0,Class 12,5949000
Koramangala,1401,3,3,Jun-22,1,1947,Under Construction,8,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,0,Class 44,22000000
Sarjapur Road,1400,3,3,Dec-22,1,1748,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,1,0,1,0,Class 24,12000000
Koramangala,1150,2,2,Ready To Move,1,1200,2019,2,Vitrified Tiles,Not Furnished,0,0,1,1,0,1,1,0,Class 18,8900000
Doddaballapur Road,1082,2,2,Mar-20,1,1273,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,1,1,Class 15,7001000
ITPL,940,2,2,Aug-20,0,1175,Under Construction,3,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4925000
Brookefield,1881,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,1,0,Class 30,15000000
Ashok Nagar,8000,4,5,Ready To Move,1,8400,2019,10,Marble Flooring,Not Furnished,1,1,1,0,0,1,1,1,Class 520,260000000
Kanakapura Road,898,2,2,Dec-21,1,1056,Under Construction,8,Granite,Semi Furnished,1,1,1,1,0,0,1,0,Class 13,6157000
Thanisandra Main Road,2500,3,3,Jul-20,1,3125,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 79,39300000
Banashankari,1300,3,3,Oct-19,0,1625,2019,7,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,0,Class 23,11500000
Judicial Layout 2nd Phase,765,2,2,Dec-21,1,900,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,1,1,0,1,1,Class 10,4900000
Electronic City Phase I,944,2,2,Ready To Move,1,1110,2018,5,Granite,Semi Furnished,1,1,1,0,0,0,1,0,Class 12,5900000
Panathur,856,2,2,Mar-21,1,1007,Under Construction,8,Granite,Semi Furnished,1,1,1,0,1,1,1,1,Class 11,5457000
Electronic City Phase I,1276,3,3,Ready To Move,1,1362,Under Construction,19,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 18,8850000
Whitefield,5200,4,5,Ready To Move,0,5200,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,0,0,Class 79,39500000
